"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"9944",31624,12,22,2000,1,"DM","M",37,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9945",31712,1,21,2001,1,"DM","M",37,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9946",31855,3,24,2001,1,"DM","F",35,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9947",31939,4,21,2001,1,"DM","M",36,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9948",32040,5,26,2001,1,"DM","M",36,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9949",32373,8,25,2001,1,"DM","M",33,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9950",32589,9,22,2001,1,"DM","M",36,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9951",32809,10,13,2001,1,"DM","M",37,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9952",33024,11,17,2001,1,"DM","M",37,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9953",33223,12,15,2001,1,"DM","M",36,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9954",33321,1,12,2002,1,"DM","M",38,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9955",33401,2,9,2002,1,"DM","M",37,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9956",33574,3,13,2002,1,"DM","M",36,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9957",33740,4,16,2002,1,"DM","F",36,32,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9958",33742,4,16,2002,1,"DM","M",37,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9959",33944,5,15,2002,1,"DM","M",39,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9960",33945,5,15,2002,1,"DM","F",36,35,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9961",34188,6,15,2002,1,"DM","M",37,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9962",34190,6,15,2002,1,"DM","F",37,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9963",34415,7,13,2002,1,"DM","F",36,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9964",34418,7,13,2002,1,"DM","M",37,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
"9965",22121,3,4,1995,1,"PF","M",16,7,"Perognathus","flavus","Rodent","Spectab exclosure"
"9966",23507,3,23,1996,1,"PF","M",15,8,"Perognathus","flavus","Rodent","Spectab exclosure"
"9967",23578,3,23,1996,1,"PF","M",12,6,"Perognathus","flavus","Rodent","Spectab exclosure"
"9968",23656,4,14,1996,1,"PF","M",15,8,"Perognathus","flavus","Rodent","Spectab exclosure"
"9969",23675,4,14,1996,1,"PF","M",16,8,"Perognathus","flavus","Rodent","Spectab exclosure"
"9970",23727,4,14,1996,1,"PF","F",15,7,"Perognathus","flavus","Rodent","Spectab exclosure"
"9971",24030,6,13,1996,1,"PF","M",16,7,"Perognathus","flavus","Rodent","Spectab exclosure"
"9972",24056,6,13,1996,1,"PF","M",16,6,"Perognathus","flavus","Rodent","Spectab exclosure"
"9973",24220,7,20,1996,1,"PF","F",15,7,"Perognathus","flavus","Rodent","Spectab exclosure"
"9974",24416,9,21,1996,1,"PF","M",15,7,"Perognathus","flavus","Rodent","Spectab exclosure"
"9975",24805,12,18,1996,1,"PF","M",15,7,"Perognathus","flavus","Rodent","Spectab exclosure"
"9976",25256,3,15,1997,1,"PF","F",16,8,"Perognathus","flavus","Rodent","Spectab exclosure"
"9977",25546,4,12,1997,1,"PF","M",16,8,"Perognathus","flavus","Rodent","Spectab exclosure"
"9978",25719,5,10,1997,1,"PF","M",15,9,"Perognathus","flavus","Rodent","Spectab exclosure"
"9979",22909,10,28,1995,1,"PE","F",17,17,"Peromyscus","eremicus","Rodent","Spectab exclosure"
"9980",27038,10,25,1997,1,"PE","M",17,15,"Peromyscus","eremicus","Rodent","Spectab exclosure"
"9981",31511,11,25,2000,1,"PE","F",20,24,"Peromyscus","eremicus","Rodent","Spectab exclosure"
"9982",27588,3,1,1998,1,"DS","M",46,NA,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"9983",22246,4,29,1995,1,"PP","F",NA,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9984",22309,6,7,1995,1,"PP","F",23,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9985",22370,6,27,1995,1,"PP","M",NA,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9986",22383,6,27,1995,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9987",22453,7,20,1995,1,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9988",22461,7,20,1995,1,"PP","M",21,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9989",22463,7,20,1995,1,"PP","F",20,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9990",22468,7,20,1995,1,"PP","M",22,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9991",22556,8,26,1995,1,"PP",NA,NA,NA,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9992",22562,8,26,1995,1,"PP","F",23,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9993",22574,8,26,1995,1,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9994",22577,8,26,1995,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9995",22581,8,26,1995,1,"PP","F",23,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9996",22705,9,23,1995,1,"PP","F",20,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9997",22730,9,23,1995,1,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9998",22850,10,28,1995,1,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"9999",22876,10,28,1995,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10000",22882,10,28,1995,1,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10001",22895,10,28,1995,1,"PP","F",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10002",23350,2,24,1996,1,"PP","M",24,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10003",23538,3,23,1996,1,"PP","M",23,24,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10004",24022,6,13,1996,1,"PP","M",22,12,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10005",24044,6,13,1996,1,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10006",24189,7,20,1996,1,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10007",24190,7,20,1996,1,"PP","M",23,10,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10008",24210,7,20,1996,1,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10009",24288,8,14,1996,1,"PP","F",23,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10010",24294,8,14,1996,1,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10011",24295,8,14,1996,1,"PP","F",24,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10012",24317,8,14,1996,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10013",24568,10,12,1996,1,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10014",25260,3,15,1997,1,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10015",25458,4,12,1997,1,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10016",25464,4,12,1997,1,"PP","M",22,23,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10017",25548,4,12,1997,1,"PP","M",23,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10018",25550,4,12,1997,1,"PP","F",23,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10019",25682,5,10,1997,1,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10020",25768,5,10,1997,1,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10021",25807,5,10,1997,1,"PP","F",21,22,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10022",25838,5,10,1997,1,"PP","M",23,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10023",25996,6,9,1997,1,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10024",26290,7,9,1997,1,"PP","M",22,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10025",26376,7,9,1997,1,"PP","F",23,22,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10026",26409,7,9,1997,1,"PP","F",23,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10027",26432,7,9,1997,1,"PP","F",22,12,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10028",26525,7,9,1997,1,"PP","F",22,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10029",26552,7,29,1997,1,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10030",26597,7,29,1997,1,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10031",26639,7,29,1997,1,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10032",26658,7,29,1997,1,"PP","M",21,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10033",26788,9,27,1997,1,"PP","F",21,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10034",27732,3,29,1998,1,"PP","M",21,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10035",27752,5,2,1998,1,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10036",27908,5,28,1998,1,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10037",28180,7,18,1998,1,"PP","M",NA,10,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10038",28192,7,18,1998,1,"PP","M",23,11,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10039",28196,7,18,1998,1,"PP","F",22,25,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10040",28202,7,18,1998,1,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10041",28227,7,18,1998,1,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10042",28235,7,18,1998,1,"PP","F",23,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10043",28320,8,22,1998,1,"PP","F",21,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10044",28321,8,22,1998,1,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10045",28544,9,20,1998,1,"PP","F",21,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10046",28545,9,20,1998,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10047",28547,9,20,1998,1,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10048",28651,10,24,1998,1,"PP","F",21,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10049",29565,5,15,1999,1,"PP","F",23,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10050",29701,6,12,1999,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10051",29820,9,11,1999,1,"PP","F",21,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10052",29861,10,9,1999,1,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10053",29941,11,6,1999,1,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10054",29942,11,6,1999,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10055",29945,11,6,1999,1,"PP","M",23,12,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10056",30057,12,5,1999,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10057",30060,12,5,1999,1,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10058",30061,12,5,1999,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10059",30159,1,8,2000,1,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10060",30161,1,8,2000,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10061",30163,1,8,2000,1,"PP","M",20,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10062",30165,1,8,2000,1,"PP","F",22,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10063",30166,1,8,2000,1,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10064",30285,2,5,2000,1,"PP","M",24,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10065",30286,2,5,2000,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10066",30296,2,5,2000,1,"PP","F",23,24,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10067",30424,3,4,2000,1,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10068",30426,3,4,2000,1,"PP","F",22,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10069",30428,3,4,2000,1,"PP","F",23,34,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10070",30429,3,4,2000,1,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10071",30584,4,30,2000,1,"PP","F",22,23,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10072",30585,4,30,2000,1,"PP","F",22,29,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10073",30586,4,30,2000,1,"PP","M",24,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10074",30588,4,30,2000,1,"PP","M",20,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10075",30589,4,30,2000,1,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10076",30724,6,3,2000,1,"PP","F",21,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10077",30730,6,3,2000,1,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10078",30898,7,1,2000,1,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10079",30899,7,1,2000,1,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10080",30901,7,1,2000,1,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10081",30902,7,1,2000,1,"PP","M",20,8,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10082",30903,7,1,2000,1,"PP","F",21,NA,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10083",30908,7,1,2000,1,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10084",30909,7,1,2000,1,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10085",31094,7,22,2000,1,"PP","F",23,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10086",31095,7,22,2000,1,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10087",31096,7,22,2000,1,"PP","M",22,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10088",31097,7,22,2000,1,"PP","F",22,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10089",31100,7,22,2000,1,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10090",31102,7,22,2000,1,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10091",31103,7,22,2000,1,"PP","F",22,11,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10092",31192,8,25,2000,1,"PP","F",22,31,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10093",31193,8,25,2000,1,"PP","F",22,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10094",31197,8,25,2000,1,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10095",31198,8,25,2000,1,"PP","M",23,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10096",31202,8,25,2000,1,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10097",31203,8,25,2000,1,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10098",31379,9,30,2000,1,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10099",31856,3,24,2001,1,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10100",31936,4,21,2001,1,"PP","F",22,26,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10101",31938,4,21,2001,1,"PP","M",21,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10102",31942,4,21,2001,1,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10103",32035,5,26,2001,1,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10104",32036,5,26,2001,1,"PP","F",23,29,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10105",32041,5,26,2001,1,"PP","M",21,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10106",32155,6,25,2001,1,"PP","M",22,12,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10107",32156,6,25,2001,1,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10108",32157,6,25,2001,1,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10109",32159,6,25,2001,1,"PP","F",22,25,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10110",32363,8,25,2001,1,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10111",32365,8,25,2001,1,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10112",32371,8,25,2001,1,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10113",32372,8,25,2001,1,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10114",32375,8,25,2001,1,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10115",32591,9,22,2001,1,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10116",32594,9,22,2001,1,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10117",32596,9,22,2001,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10118",32805,10,13,2001,1,"PP","M",23,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10119",32810,10,13,2001,1,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10120",33025,11,17,2001,1,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10121",33573,3,13,2002,1,"PP","M",23,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10122",33735,4,16,2002,1,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10123",33738,4,16,2002,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10124",33741,4,16,2002,1,"PP","F",23,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10125",33745,4,16,2002,1,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10126",33746,4,16,2002,1,"PP","F",22,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10127",33937,5,15,2002,1,"PP","M",21,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10128",33939,5,15,2002,1,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10129",33940,5,15,2002,1,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10130",33946,5,15,2002,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10131",34183,6,15,2002,1,"PP","F",22,11,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10132",34184,6,15,2002,1,"PP","M",24,23,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10133",34185,6,15,2002,1,"PP","M",23,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10134",34186,6,15,2002,1,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10135",34187,6,15,2002,1,"PP","F",22,23,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10136",34410,7,13,2002,1,"PP","F",23,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10137",34413,7,13,2002,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10138",34416,7,13,2002,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10139",34419,7,13,2002,1,"PP","F",23,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10140",34420,7,13,2002,1,"PP","M",23,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10141",34421,7,13,2002,1,"PP","F",20,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10142",34422,7,13,2002,1,"PP","F",21,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10143",34671,9,8,2002,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10144",34761,10,5,2002,1,"PP","F",22,10,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10145",34762,10,5,2002,1,"PP","F",23,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10146",34763,10,5,2002,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10147",34765,10,5,2002,1,"PP","F",23,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10148",34766,10,5,2002,1,"PP","F",20,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10149",34767,10,5,2002,1,"PP","F",23,22,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10150",34768,10,5,2002,1,"PP","F",23,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10151",34769,10,5,2002,1,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10152",34771,10,5,2002,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10153",34972,11,9,2002,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10154",34973,11,9,2002,1,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10155",34975,11,9,2002,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10156",34976,11,9,2002,1,"PP","F",23,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10157",34977,11,9,2002,1,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10158",34979,11,9,2002,1,"PP","F",23,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10159",35393,12,29,2002,1,"PP","F",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"10160",22891,10,28,1995,1,"OT","F",21,21,"Onychomys","torridus","Rodent","Spectab exclosure"
"10161",23168,12,21,1995,1,"OT","F",22,31,"Onychomys","torridus","Rodent","Spectab exclosure"
"10162",23262,1,27,1996,1,"OT","M",21,25,"Onychomys","torridus","Rodent","Spectab exclosure"
"10163",23395,2,24,1996,1,"OT","F",20,23,"Onychomys","torridus","Rodent","Spectab exclosure"
"10164",23398,2,24,1996,1,"OT","M",21,26,"Onychomys","torridus","Rodent","Spectab exclosure"
"10165",23554,3,23,1996,1,"OT","F",22,23,"Onychomys","torridus","Rodent","Spectab exclosure"
"10166",23573,3,23,1996,1,"OT","M",21,25,"Onychomys","torridus","Rodent","Spectab exclosure"
"10167",24536,10,12,1996,1,"OT","M",20,25,"Onychomys","torridus","Rodent","Spectab exclosure"
"10168",24594,10,12,1996,1,"OT","F",21,30,"Onychomys","torridus","Rodent","Spectab exclosure"
"10169",24710,11,16,1996,1,"OT","M",20,23,"Onychomys","torridus","Rodent","Spectab exclosure"
"10170",24716,11,16,1996,1,"OT","M",21,28,"Onychomys","torridus","Rodent","Spectab exclosure"
"10171",24821,12,18,1996,1,"OT","M",20,24,"Onychomys","torridus","Rodent","Spectab exclosure"
"10172",24923,2,8,1997,1,"OT","M",19,22,"Onychomys","torridus","Rodent","Spectab exclosure"
"10173",24988,2,8,1997,1,"OT","M",20,29,"Onychomys","torridus","Rodent","Spectab exclosure"
"10174",25239,3,15,1997,1,"OT","F",21,30,"Onychomys","torridus","Rodent","Spectab exclosure"
"10175",25541,4,12,1997,1,"OT","F",21,31,"Onychomys","torridus","Rodent","Spectab exclosure"
"10176",25691,5,10,1997,1,"OT","M",20,19,"Onychomys","torridus","Rodent","Spectab exclosure"
"10177",25750,5,10,1997,1,"OT","M",20,22,"Onychomys","torridus","Rodent","Spectab exclosure"
"10178",25787,5,10,1997,1,"OT","F",20,20,"Onychomys","torridus","Rodent","Spectab exclosure"
"10179",25801,5,10,1997,1,"OT","M",20,19,"Onychomys","torridus","Rodent","Spectab exclosure"
"10180",25990,6,9,1997,1,"OT","M",19,21,"Onychomys","torridus","Rodent","Spectab exclosure"
"10181",25993,6,9,1997,1,"OT","M",21,28,"Onychomys","torridus","Rodent","Spectab exclosure"
"10182",26515,7,9,1997,1,"OT","M",20,23,"Onychomys","torridus","Rodent","Spectab exclosure"
"10183",26570,7,29,1997,1,"OT","F",20,23,"Onychomys","torridus","Rodent","Spectab exclosure"
"10184",26772,9,27,1997,1,"OT","F",21,28,"Onychomys","torridus","Rodent","Spectab exclosure"
"10185",26814,9,27,1997,1,"OT","F",21,23,"Onychomys","torridus","Rodent","Spectab exclosure"
"10186",26831,9,27,1997,1,"OT","M",22,21,"Onychomys","torridus","Rodent","Spectab exclosure"
"10187",26862,9,27,1997,1,"OT","F",20,27,"Onychomys","torridus","Rodent","Spectab exclosure"
"10188",26868,9,27,1997,1,"OT","M",22,23,"Onychomys","torridus","Rodent","Spectab exclosure"
"10189",27047,10,25,1997,1,"OT","F",20,26,"Onychomys","torridus","Rodent","Spectab exclosure"
"10190",27156,11,22,1997,1,"OT","M",20,25,"Onychomys","torridus","Rodent","Spectab exclosure"
"10191",27219,11,22,1997,1,"OT","M",19,25,"Onychomys","torridus","Rodent","Spectab exclosure"
"10192",27237,11,22,1997,1,"OT","F",20,26,"Onychomys","torridus","Rodent","Spectab exclosure"
"10193",27275,11,22,1997,1,"OT","F",19,25,"Onychomys","torridus","Rodent","Spectab exclosure"
"10194",27719,3,29,1998,1,"OT","F",21,30,"Onychomys","torridus","Rodent","Spectab exclosure"
"10195",27777,5,2,1998,1,"OT","F",19,35,"Onychomys","torridus","Rodent","Spectab exclosure"
"10196",28541,9,20,1998,1,"OT","M",20,25,"Onychomys","torridus","Rodent","Spectab exclosure"
